interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,mkt_region,zone,load_area,mw
2022-12-31T19:00:00-05:00,2023-01-01T00:00:00+00:00,2022-12-31T20:00:00-05:00,2023-01-01T01:00:00+00:00,MIDATL,AE,AECO,1097.759
2022-12-31T19:00:00-05:00,2023-01-01T00:00:00+00:00,2022-12-31T20:00:00-05:00,2023-01-01T01:00:00+00:00,MIDATL,AE,VMEU,75.26
2022-12-31T20:00:00-05:00,2023-01-01T01:00:00+00:00,2022-12-31T21:00:00-05:00,2023-01-01T02:00:00+00:00,MIDATL,AE,AECO,1055.584
2022-12-31T20:00:00-05:00,2023-01-01T01:00:00+00:00,2022-12-31T21:00:00-05:00,2023-01-01T02:00:00+00:00,MIDATL,AE,VMEU,73.172
2022-12-31T21:00:00-05:00,2023-01-01T02:00:00+00:00,2022-12-31T22:00:00-05:00,2023-01-01T03:00:00+00:00,MIDATL,AE,AECO,1015.435
2022-12-31T21:00:00-05:00,2023-01-01T02:00:00+00:00,2022-12-31T22:00:00-05:00,2023-01-01T03:00:00+00:00,MIDATL,AE,VMEU,70.739
2022-12-31T22:00:00-05:00,2023-01-01T03:00:00+00:00,2022-12-31T23:00:00-05:00,2023-01-01T04:00:00+00:00,MIDATL,AE,AECO,975.766
2022-12-31T22:00:00-05:00,2023-01-01T03:00:00+00:00,2022-12-31T23:00:00-05:00,2023-01-01T04:00:00+00:00,MIDATL,AE,VMEU,67.997
2022-12-31T23:00:00-05:00,2023-01-01T04:00:00+00:00,2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,MIDATL,AE,AECO,925.102
2022-12-31T23:00:00-05:00,2023-01-01T04:00:00+00:00,2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,MIDATL,AE,VMEU,66.185
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,MIDATL,AE,AECO,872.8
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,MIDATL,AE,VMEU,63.856
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,AE,AECO,837.773
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,AE,VMEU,62.807
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,AE,AECO,806.782
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,AE,VMEU,60.962
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,AE,AECO,784.825
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,AE,VMEU,60.184
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,AE,AECO,781.564
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,AE,VMEU,59.841
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,AE,AECO,790.924
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,AE,VMEU,60.066
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,AE,AECO,808.494
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,AE,VMEU,60.578
2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,2023-01-01T08:00:00-05:00,2023-01-01T13:00:00+00:00,MIDATL,AE,AECO,818.344
2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,2023-01-01T08:00:00-05:00,2023-01-01T13:00:00+00:00,MIDATL,AE,VMEU,60.749
2023-01-01T08:00:00-05:00,2023-01-01T13:00:00+00:00,2023-01-01T09:00:00-05:00,2023-01-01T14:00:00+00:00,MIDATL,AE,AECO,794.272
2023-01-01T08:00:00-05:00,2023-01-01T13:00:00+00:00,2023-01-01T09:00:00-05:00,2023-01-01T14:00:00+00:00,MIDATL,AE,VMEU,56.972
2023-01-01T09:00:00-05:00,2023-01-01T14:00:00+00:00,2023-01-01T10:00:00-05:00,2023-01-01T15:00:00+00:00,MIDATL,AE,AECO,730.32
2023-01-01T09:00:00-05:00,2023-01-01T14:00:00+00:00,2023-01-01T10:00:00-05:00,2023-01-01T15:00:00+00:00,MIDATL,AE,VMEU,50.137
2023-01-01T10:00:00-05:00,2023-01-01T15:00:00+00:00,2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,MIDATL,AE,AECO,675.236
2023-01-01T10:00:00-05:00,2023-01-01T15:00:00+00:00,2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,MIDATL,AE,VMEU,45.867
2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,MIDATL,AE,AECO,648.864
2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,MIDATL,AE,VMEU,44.112
2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,MIDATL,AE,AECO,654.906
2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,MIDATL,AE,VMEU,44.923
2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,MIDATL,AE,AECO,689.222
2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,MIDATL,AE,VMEU,48.135
2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,MIDATL,AE,AECO,797.266
2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,MIDATL,AE,VMEU,57.507
2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,MIDATL,AE,AECO,840.983
2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,MIDATL,AE,VMEU,61.528
2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,MIDATL,AE,AECO,960.618
2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,MIDATL,AE,VMEU,68.752
2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,MIDATL,AE,AECO,1073.257
2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,MIDATL,AE,VMEU,74.292
2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,MIDATL,AE,AECO,1084.92
2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,MIDATL,AE,VMEU,74.349
2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,MIDATL,AE,AECO,1074.279
2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,MIDATL,AE,VMEU,73.431
2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,MIDATL,AE,AECO,1061.949
2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,MIDATL,AE,VMEU,72.974
2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,MIDATL,AE,AECO,1025.409
2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,MIDATL,AE,VMEU,71.852
2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,MIDATL,AE,AECO,977.175
2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,MIDATL,AE,VMEU,69.18
2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,MIDATL,AE,AECO,920.466
2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,MIDATL,AE,VMEU,66.268
2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,MIDATL,AE,AECO,873.528
2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,MIDATL,AE,VMEU,63.917
2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,MIDATL,AE,AECO,842.001
2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,MIDATL,AE,VMEU,62.413
2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,MIDATL,AE,AECO,825.079
2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,MIDATL,AE,VMEU,61.396
2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,MIDATL,AE,AECO,819.568
2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,MIDATL,AE,VMEU,61.435
2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,MIDATL,AE,AECO,828.011
2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,MIDATL,AE,VMEU,62.902
2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,MIDATL,AE,AECO,852.174
2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,MIDATL,AE,VMEU,65.251
2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,MIDATL,AE,AECO,896.533
2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,MIDATL,AE,VMEU,68.42
2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,MIDATL,AE,AECO,913.692
2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,MIDATL,AE,VMEU,68.997
2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,MIDATL,AE,AECO,893.244
2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,MIDATL,AE,VMEU,66.728
2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,MIDATL,AE,AECO,834.082
2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,MIDATL,AE,VMEU,61.117
2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,MIDATL,AE,AECO,858.387
2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,MIDATL,AE,VMEU,65.202
2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,MIDATL,AE,AECO,845.711
2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,MIDATL,AE,VMEU,61.473
2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,MIDATL,AE,AECO,815.802
2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,MIDATL,AE,VMEU,61.147
2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,MIDATL,AE,AECO,819.796
2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,MIDATL,AE,VMEU,61.783
2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,MIDATL,AE,AECO,862.006
2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,MIDATL,AE,VMEU,64.749
2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,MIDATL,AE,AECO,922.116
2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,MIDATL,AE,VMEU,70.185
2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,MIDATL,AE,AECO,1034.462
2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,MIDATL,AE,VMEU,75.822
2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,2023-01-02T18:00:00-05:00,2023-01-02T23:00:00+00:00,MIDATL,AE,AECO,1119.931
2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,2023-01-02T18:00:00-05:00,2023-01-02T23:00:00+00:00,MIDATL,AE,VMEU,80.027
2023-01-02T18:00:00-05:00,2023-01-02T23:00:00+00:00,2023-01-02T19:00:00-05:00,2023-01-03T00:00:00+00:00,MIDATL,AE,AECO,1117.53
