interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,rto
2023-08-31T00:00:00-04:00,2023-08-31T04:00:00+00:00,2023-09-01T00:00:00-04:00,2023-09-01T04:00:00+00:00,36298.739
2023-09-01T00:00:00-04:00,2023-09-01T04:00:00+00:00,2023-09-02T00:00:00-04:00,2023-09-02T04:00:00+00:00,36048.747
2023-09-02T00:00:00-04:00,2023-09-02T04:00:00+00:00,2023-09-03T00:00:00-04:00,2023-09-03T04:00:00+00:00,51947.658
2023-09-03T00:00:00-04:00,2023-09-03T04:00:00+00:00,2023-09-04T00:00:00-04:00,2023-09-04T04:00:00+00:00,102203.324
2023-09-04T00:00:00-04:00,2023-09-04T04:00:00+00:00,2023-09-05T00:00:00-04:00,2023-09-05T04:00:00+00:00,68113.229
2023-09-05T00:00:00-04:00,2023-09-05T04:00:00+00:00,2023-09-06T00:00:00-04:00,2023-09-06T04:00:00+00:00,87018.565
2023-09-06T00:00:00-04:00,2023-09-06T04:00:00+00:00,2023-09-07T00:00:00-04:00,2023-09-07T04:00:00+00:00,88245.362
2023-09-07T00:00:00-04:00,2023-09-07T04:00:00+00:00,2023-09-08T00:00:00-04:00,2023-09-08T04:00:00+00:00,35054.598
2023-09-08T00:00:00-04:00,2023-09-08T04:00:00+00:00,2023-09-09T00:00:00-04:00,2023-09-09T04:00:00+00:00,13727.054
2023-09-09T00:00:00-04:00,2023-09-09T04:00:00+00:00,2023-09-10T00:00:00-04:00,2023-09-10T04:00:00+00:00,17603.012
2023-09-10T00:00:00-04:00,2023-09-10T04:00:00+00:00,2023-09-11T00:00:00-04:00,2023-09-11T04:00:00+00:00,5955.897
2023-09-11T00:00:00-04:00,2023-09-11T04:00:00+00:00,2023-09-12T00:00:00-04:00,2023-09-12T04:00:00+00:00,15067.487
2023-09-12T00:00:00-04:00,2023-09-12T04:00:00+00:00,2023-09-13T00:00:00-04:00,2023-09-13T04:00:00+00:00,20161.83
2023-09-13T00:00:00-04:00,2023-09-13T04:00:00+00:00,2023-09-14T00:00:00-04:00,2023-09-14T04:00:00+00:00,19724.766
2023-09-14T00:00:00-04:00,2023-09-14T04:00:00+00:00,2023-09-15T00:00:00-04:00,2023-09-15T04:00:00+00:00,18363.88
2023-09-15T00:00:00-04:00,2023-09-15T04:00:00+00:00,2023-09-16T00:00:00-04:00,2023-09-16T04:00:00+00:00,25205.958
2023-09-16T00:00:00-04:00,2023-09-16T04:00:00+00:00,2023-09-17T00:00:00-04:00,2023-09-17T04:00:00+00:00,21165.718
2023-09-17T00:00:00-04:00,2023-09-17T04:00:00+00:00,2023-09-18T00:00:00-04:00,2023-09-18T04:00:00+00:00,27461.399
2023-09-18T00:00:00-04:00,2023-09-18T04:00:00+00:00,2023-09-19T00:00:00-04:00,2023-09-19T04:00:00+00:00,25466.412
2023-09-19T00:00:00-04:00,2023-09-19T04:00:00+00:00,2023-09-20T00:00:00-04:00,2023-09-20T04:00:00+00:00,75741.005
2023-09-20T00:00:00-04:00,2023-09-20T04:00:00+00:00,2023-09-21T00:00:00-04:00,2023-09-21T04:00:00+00:00,45321.919
2023-09-21T00:00:00-04:00,2023-09-21T04:00:00+00:00,2023-09-22T00:00:00-04:00,2023-09-22T04:00:00+00:00,38579.594
2023-09-22T00:00:00-04:00,2023-09-22T04:00:00+00:00,2023-09-23T00:00:00-04:00,2023-09-23T04:00:00+00:00,68412.133
2023-09-23T00:00:00-04:00,2023-09-23T04:00:00+00:00,2023-09-24T00:00:00-04:00,2023-09-24T04:00:00+00:00,89658.852
2023-09-24T00:00:00-04:00,2023-09-24T04:00:00+00:00,2023-09-25T00:00:00-04:00,2023-09-25T04:00:00+00:00,73430.916
2023-09-25T00:00:00-04:00,2023-09-25T04:00:00+00:00,2023-09-26T00:00:00-04:00,2023-09-26T04:00:00+00:00,29713.826
2023-09-26T00:00:00-04:00,2023-09-26T04:00:00+00:00,2023-09-27T00:00:00-04:00,2023-09-27T04:00:00+00:00,50819.8
2023-09-27T00:00:00-04:00,2023-09-27T04:00:00+00:00,2023-09-28T00:00:00-04:00,2023-09-28T04:00:00+00:00,42842.489
2023-09-28T00:00:00-04:00,2023-09-28T04:00:00+00:00,2023-09-29T00:00:00-04:00,2023-09-29T04:00:00+00:00,27299.026
2023-09-29T00:00:00-04:00,2023-09-29T04:00:00+00:00,2023-09-30T00:00:00-04:00,2023-09-30T04:00:00+00:00,21084.424
2023-09-30T00:00:00-04:00,2023-09-30T04:00:00+00:00,2023-10-01T00:00:00-04:00,2023-10-01T04:00:00+00:00,34842.62
2023-10-01T00:00:00-04:00,2023-10-01T04:00:00+00:00,2023-10-02T00:00:00-04:00,2023-10-02T04:00:00+00:00,23121.893
2023-10-02T00:00:00-04:00,2023-10-02T04:00:00+00:00,2023-10-03T00:00:00-04:00,2023-10-03T04:00:00+00:00,17124.9
2023-10-03T00:00:00-04:00,2023-10-03T04:00:00+00:00,2023-10-04T00:00:00-04:00,2023-10-04T04:00:00+00:00,40820.723
2023-10-04T00:00:00-04:00,2023-10-04T04:00:00+00:00,2023-10-05T00:00:00-04:00,2023-10-05T04:00:00+00:00,89806.192
2023-10-05T00:00:00-04:00,2023-10-05T04:00:00+00:00,2023-10-06T00:00:00-04:00,2023-10-06T04:00:00+00:00,67987.919
2023-10-06T00:00:00-04:00,2023-10-06T04:00:00+00:00,2023-10-07T00:00:00-04:00,2023-10-07T04:00:00+00:00,107495.971
2023-10-07T00:00:00-04:00,2023-10-07T04:00:00+00:00,2023-10-08T00:00:00-04:00,2023-10-08T04:00:00+00:00,129545.641
2023-10-08T00:00:00-04:00,2023-10-08T04:00:00+00:00,2023-10-09T00:00:00-04:00,2023-10-09T04:00:00+00:00,61872.016
2023-10-09T00:00:00-04:00,2023-10-09T04:00:00+00:00,2023-10-10T00:00:00-04:00,2023-10-10T04:00:00+00:00,49728.6
2023-10-10T00:00:00-04:00,2023-10-10T04:00:00+00:00,2023-10-11T00:00:00-04:00,2023-10-11T04:00:00+00:00,60824.986
2023-10-11T00:00:00-04:00,2023-10-11T04:00:00+00:00,2023-10-12T00:00:00-04:00,2023-10-12T04:00:00+00:00,40475.352
2023-10-12T00:00:00-04:00,2023-10-12T04:00:00+00:00,2023-10-13T00:00:00-04:00,2023-10-13T04:00:00+00:00,63519.66
2023-10-13T00:00:00-04:00,2023-10-13T04:00:00+00:00,2023-10-14T00:00:00-04:00,2023-10-14T04:00:00+00:00,106925.397
2023-10-14T00:00:00-04:00,2023-10-14T04:00:00+00:00,2023-10-15T00:00:00-04:00,2023-10-15T04:00:00+00:00,108905.685
2023-10-15T00:00:00-04:00,2023-10-15T04:00:00+00:00,2023-10-16T00:00:00-04:00,2023-10-16T04:00:00+00:00,105882.522
2023-10-16T00:00:00-04:00,2023-10-16T04:00:00+00:00,2023-10-17T00:00:00-04:00,2023-10-17T04:00:00+00:00,58949.756
2023-10-17T00:00:00-04:00,2023-10-17T04:00:00+00:00,2023-10-18T00:00:00-04:00,2023-10-18T04:00:00+00:00,21859.878
2023-10-18T00:00:00-04:00,2023-10-18T04:00:00+00:00,2023-10-19T00:00:00-04:00,2023-10-19T04:00:00+00:00,110098.591
2023-10-19T00:00:00-04:00,2023-10-19T04:00:00+00:00,2023-10-20T00:00:00-04:00,2023-10-20T04:00:00+00:00,97749.478
2023-10-20T00:00:00-04:00,2023-10-20T04:00:00+00:00,2023-10-21T00:00:00-04:00,2023-10-21T04:00:00+00:00,107078.614
2023-10-21T00:00:00-04:00,2023-10-21T04:00:00+00:00,2023-10-22T00:00:00-04:00,2023-10-22T04:00:00+00:00,136998.594
2023-10-22T00:00:00-04:00,2023-10-22T04:00:00+00:00,2023-10-23T00:00:00-04:00,2023-10-23T04:00:00+00:00,72142.035
2023-10-23T00:00:00-04:00,2023-10-23T04:00:00+00:00,2023-10-24T00:00:00-04:00,2023-10-24T04:00:00+00:00,115721.822
2023-10-24T00:00:00-04:00,2023-10-24T04:00:00+00:00,2023-10-25T00:00:00-04:00,2023-10-25T04:00:00+00:00,147246.731
2023-10-25T00:00:00-04:00,2023-10-25T04:00:00+00:00,2023-10-26T00:00:00-04:00,2023-10-26T04:00:00+00:00,115930.215
2023-10-26T00:00:00-04:00,2023-10-26T04:00:00+00:00,2023-10-27T00:00:00-04:00,2023-10-27T04:00:00+00:00,134571.53
2023-10-27T00:00:00-04:00,2023-10-27T04:00:00+00:00,2023-10-28T00:00:00-04:00,2023-10-28T04:00:00+00:00,124181.982
2023-10-28T00:00:00-04:00,2023-10-28T04:00:00+00:00,2023-10-29T00:00:00-04:00,2023-10-29T04:00:00+00:00,66742.615
2023-10-29T00:00:00-04:00,2023-10-29T04:00:00+00:00,2023-10-30T00:00:00-04:00,2023-10-30T04:00:00+00:00,66785.869
2023-10-30T00:00:00-04:00,2023-10-30T04:00:00+00:00,2023-10-31T00:00:00-04:00,2023-10-31T04:00:00+00:00,100828.119
2023-10-31T00:00:00-04:00,2023-10-31T04:00:00+00:00,2023-11-01T00:00:00-04:00,2023-11-01T04:00:00+00:00,115328.921
2023-11-01T00:00:00-04:00,2023-11-01T04:00:00+00:00,2023-11-02T00:00:00-04:00,2023-11-02T04:00:00+00:00,74979.98
2023-11-02T00:00:00-04:00,2023-11-02T04:00:00+00:00,2023-11-03T00:00:00-04:00,2023-11-03T04:00:00+00:00,125266.296
2023-11-03T00:00:00-04:00,2023-11-03T04:00:00+00:00,2023-11-04T00:00:00-04:00,2023-11-04T04:00:00+00:00,164265.981
2023-11-04T00:00:00-04:00,2023-11-04T04:00:00+00:00,2023-11-05T00:00:00-04:00,2023-11-05T04:00:00+00:00,44229.616
2023-11-05T00:00:00-04:00,2023-11-05T04:00:00+00:00,2023-11-06T00:00:00-05:00,2023-11-06T05:00:00+00:00,55754.294
2023-11-06T00:00:00-05:00,2023-11-06T05:00:00+00:00,2023-11-07T00:00:00-05:00,2023-11-07T05:00:00+00:00,164937.377
2023-11-07T00:00:00-05:00,2023-11-07T05:00:00+00:00,2023-11-08T00:00:00-05:00,2023-11-08T05:00:00+00:00,98146.7
2023-11-08T00:00:00-05:00,2023-11-08T05:00:00+00:00,2023-11-09T00:00:00-05:00,2023-11-09T05:00:00+00:00,134345.522
2023-11-09T00:00:00-05:00,2023-11-09T05:00:00+00:00,2023-11-10T00:00:00-05:00,2023-11-10T05:00:00+00:00,120994.799
2023-11-10T00:00:00-05:00,2023-11-10T05:00:00+00:00,2023-11-11T00:00:00-05:00,2023-11-11T05:00:00+00:00,85000.741
2023-11-11T00:00:00-05:00,2023-11-11T05:00:00+00:00,2023-11-12T00:00:00-05:00,2023-11-12T05:00:00+00:00,32666.42
2023-11-12T00:00:00-05:00,2023-11-12T05:00:00+00:00,2023-11-13T00:00:00-05:00,2023-11-13T05:00:00+00:00,101978.214
2023-11-13T00:00:00-05:00,2023-11-13T05:00:00+00:00,2023-11-14T00:00:00-05:00,2023-11-14T05:00:00+00:00,93811.386
2023-11-14T00:00:00-05:00,2023-11-14T05:00:00+00:00,2023-11-15T00:00:00-05:00,2023-11-15T05:00:00+00:00,76748.427
2023-11-15T00:00:00-05:00,2023-11-15T05:00:00+00:00,2023-11-16T00:00:00-05:00,2023-11-16T05:00:00+00:00,100091.538
2023-11-16T00:00:00-05:00,2023-11-16T05:00:00+00:00,2023-11-17T00:00:00-05:00,2023-11-17T05:00:00+00:00,139882.071
2023-11-17T00:00:00-05:00,2023-11-17T05:00:00+00:00,2023-11-18T00:00:00-05:00,2023-11-18T05:00:00+00:00,108290.952
2023-11-18T00:00:00-05:00,2023-11-18T05:00:00+00:00,2023-11-19T00:00:00-05:00,2023-11-19T05:00:00+00:00,55931.472
2023-11-19T00:00:00-05:00,2023-11-19T05:00:00+00:00,2023-11-20T00:00:00-05:00,2023-11-20T05:00:00+00:00,63048.855
2023-11-20T00:00:00-05:00,2023-11-20T05:00:00+00:00,2023-11-21T00:00:00-05:00,2023-11-21T05:00:00+00:00,153913.54
2023-11-21T00:00:00-05:00,2023-11-21T05:00:00+00:00,2023-11-22T00:00:00-05:00,2023-11-22T05:00:00+00:00,136104.983
2023-11-22T00:00:00-05:00,2023-11-22T05:00:00+00:00,2023-11-23T00:00:00-05:00,2023-11-23T05:00:00+00:00,92042.085
2023-11-23T00:00:00-05:00,2023-11-23T05:00:00+00:00,2023-11-24T00:00:00-05:00,2023-11-24T05:00:00+00:00,116456.591
2023-11-24T00:00:00-05:00,2023-11-24T05:00:00+00:00,2023-11-25T00:00:00-05:00,2023-11-25T05:00:00+00:00,87279.722
2023-11-25T00:00:00-05:00,2023-11-25T05:00:00+00:00,2023-11-26T00:00:00-05:00,2023-11-26T05:00:00+00:00,28133.245
2023-11-26T00:00:00-05:00,2023-11-26T05:00:00+00:00,2023-11-27T00:00:00-05:00,2023-11-27T05:00:00+00:00,91448.393
2023-11-27T00:00:00-05:00,2023-11-27T05:00:00+00:00,2023-11-28T00:00:00-05:00,2023-11-28T05:00:00+00:00,188648.925
2023-11-28T00:00:00-05:00,2023-11-28T05:00:00+00:00,2023-11-29T00:00:00-05:00,2023-11-29T05:00:00+00:00,112341.446
2023-11-29T00:00:00-05:00,2023-11-29T05:00:00+00:00,2023-11-30T00:00:00-05:00,2023-11-30T05:00:00+00:00,134364.168
2023-11-30T00:00:00-05:00,2023-11-30T05:00:00+00:00,2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,164607.224
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2023-12-02T00:00:00-05:00,2023-12-02T05:00:00+00:00,65674.371
2023-12-02T00:00:00-05:00,2023-12-02T05:00:00+00:00,2023-12-03T00:00:00-05:00,2023-12-03T05:00:00+00:00,33703.373
2023-12-03T00:00:00-05:00,2023-12-03T05:00:00+00:00,2023-12-04T00:00:00-05:00,2023-12-04T05:00:00+00:00,79615.687
2023-12-04T00:00:00-05:00,2023-12-04T05:00:00+00:00,2023-12-05T00:00:00-05:00,2023-12-05T05:00:00+00:00,40542.151
2023-12-05T00:00:00-05:00,2023-12-05T05:00:00+00:00,2023-12-06T00:00:00-05:00,2023-12-06T05:00:00+00:00,56632.807
2023-12-06T00:00:00-05:00,2023-12-06T05:00:00+00:00,2023-12-07T00:00:00-05:00,2023-12-07T05:00:00+00:00,91796.623
2023-12-07T00:00:00-05:00,2023-12-07T05:00:00+00:00,2023-12-08T00:00:00-05:00,2023-12-08T05:00:00+00:00,161971.275
2023-12-08T00:00:00-05:00,2023-12-08T05:00:00+00:00,2023-12-09T00:00:00-05:00,2023-12-09T05:00:00+00:00,172268.594
2023-12-09T00:00:00-05:00,2023-12-09T05:00:00+00:00,2023-12-10T00:00:00-05:00,2023-12-10T05:00:00+00:00,164749.009
2023-12-10T00:00:00-05:00,2023-12-10T05:00:00+00:00,2023-12-11T00:00:00-05:00,2023-12-11T05:00:00+00:00,108441.82
2023-12-11T00:00:00-05:00,2023-12-11T05:00:00+00:00,2023-12-12T00:00:00-05:00,2023-12-12T05:00:00+00:00,70994.242
2023-12-12T00:00:00-05:00,2023-12-12T05:00:00+00:00,2023-12-13T00:00:00-05:00,2023-12-13T05:00:00+00:00,124226.461
2023-12-13T00:00:00-05:00,2023-12-13T05:00:00+00:00,2023-12-14T00:00:00-05:00,2023-12-14T05:00:00+00:00,46613.366
2023-12-14T00:00:00-05:00,2023-12-14T05:00:00+00:00,2023-12-15T00:00:00-05:00,2023-12-15T05:00:00+00:00,62940.941
2023-12-15T00:00:00-05:00,2023-12-15T05:00:00+00:00,2023-12-16T00:00:00-05:00,2023-12-16T05:00:00+00:00,113120.337
2023-12-16T00:00:00-05:00,2023-12-16T05:00:00+00:00,2023-12-17T00:00:00-05:00,2023-12-17T05:00:00+00:00,123778.768
2023-12-17T00:00:00-05:00,2023-12-17T05:00:00+00:00,2023-12-18T00:00:00-05:00,2023-12-18T05:00:00+00:00,102634.674
2023-12-18T00:00:00-05:00,2023-12-18T05:00:00+00:00,2023-12-19T00:00:00-05:00,2023-12-19T05:00:00+00:00,208263.245
2023-12-19T00:00:00-05:00,2023-12-19T05:00:00+00:00,2023-12-20T00:00:00-05:00,2023-12-20T05:00:00+00:00,110373.162
2023-12-20T00:00:00-05:00,2023-12-20T05:00:00+00:00,2023-12-21T00:00:00-05:00,2023-12-21T05:00:00+00:00,90439.177
2023-12-21T00:00:00-05:00,2023-12-21T05:00:00+00:00,2023-12-22T00:00:00-05:00,2023-12-22T05:00:00+00:00,39518.734
2023-12-22T00:00:00-05:00,2023-12-22T05:00:00+00:00,2023-12-23T00:00:00-05:00,2023-12-23T05:00:00+00:00,47691.314
2023-12-23T00:00:00-05:00,2023-12-23T05:00:00+00:00,2023-12-24T00:00:00-05:00,2023-12-24T05:00:00+00:00,44688.986
2023-12-24T00:00:00-05:00,2023-12-24T05:00:00+00:00,2023-12-25T00:00:00-05:00,2023-12-25T05:00:00+00:00,79594.106
2023-12-25T00:00:00-05:00,2023-12-25T05:00:00+00:00,2023-12-26T00:00:00-05:00,2023-12-26T05:00:00+00:00,178238.846
2023-12-26T00:00:00-05:00,2023-12-26T05:00:00+00:00,2023-12-27T00:00:00-05:00,2023-12-27T05:00:00+00:00,75934.095
2023-12-27T00:00:00-05:00,2023-12-27T05:00:00+00:00,2023-12-28T00:00:00-05:00,2023-12-28T05:00:00+00:00,87955.925
2023-12-28T00:00:00-05:00,2023-12-28T05:00:00+00:00,2023-12-29T00:00:00-05:00,2023-12-29T05:00:00+00:00,85912.538
2023-12-29T00:00:00-05:00,2023-12-29T05:00:00+00:00,2023-12-30T00:00:00-05:00,2023-12-30T05:00:00+00:00,70570.289
2023-12-30T00:00:00-05:00,2023-12-30T05:00:00+00:00,2023-12-31T00:00:00-05:00,2023-12-31T05:00:00+00:00,78305.212
2023-12-31T00:00:00-05:00,2023-12-31T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,75970.875
